Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
IIT-Library,sub_class,Pdf_books,buttonaction,Long Statement,The length of the statement "int option_result=JOptionPane.showOptionDialog(null`"what would like to do?"`""`0`JOptionPane.INFORMATION_MESSAGE`null`options`null);" is 133.,103
IIT-Library,sub_class,Pdf_books,buttonaction,Long Statement,The length of the statement "View.go("view.pdf"`"https://1ba04568-93c7-428d-bafc-b6a5efb6c80c.filesusr.com/ugd/18e846_aea6bd98f06e42bea54563b4b9b83c97.pdf");" is 128.,103
IIT-Library,sub_class,Pdf_books,buttonaction,Long Statement,The length of the statement "download(bookname`"https://1ba04568-93c7-428d-bafc-b6a5efb6c80c.filesusr.com/ugd/18e846_aea6bd98f06e42bea54563b4b9b83c97.pdf");" is 127.,103
IIT-Library,sub_class,Pdf_books,buttonaction,Long Statement,The length of the statement "int option_result=JOptionPane.showOptionDialog(null`"what would like to do?"`""`0`JOptionPane.INFORMATION_MESSAGE`null`options`null);" is 133.,103
IIT-Library,sub_class,Pdf_books,buttonaction,Long Statement,The length of the statement "View.go("view.pdf"`"https://1ba04568-93c7-428d-bafc-b6a5efb6c80c.filesusr.com/ugd/18e846_ca34df6d699146c9af64c5e591dd1043.pdf");" is 128.,103
IIT-Library,sub_class,Pdf_books,buttonaction,Long Statement,The length of the statement "download(bookname`"https://1ba04568-93c7-428d-bafc-b6a5efb6c80c.filesusr.com/ugd/18e846_ca34df6d699146c9af64c5e591dd1043.pdf");" is 127.,103
IIT-Library,sub_class,Pdf_books,buttonaction,Long Statement,The length of the statement "int option_result=JOptionPane.showOptionDialog(null`"what would like to do?"`""`0`JOptionPane.INFORMATION_MESSAGE`null`options`null);" is 133.,103
IIT-Library,sub_class,Pdf_books,buttonaction,Long Statement,The length of the statement "View.go("view.pdf"`"https://1ba04568-93c7-428d-bafc-b6a5efb6c80c.filesusr.com/ugd/18e846_ed6c3b1719be42a697b16d2141fe4752.pdf");" is 128.,103
IIT-Library,sub_class,Pdf_books,buttonaction,Long Statement,The length of the statement "download(bookname`"https://1ba04568-93c7-428d-bafc-b6a5efb6c80c.filesusr.com/ugd/18e846_ed6c3b1719be42a697b16d2141fe4752.pdf");" is 127.,103
IIT-Library,sub_class,Pdf_books,buttonaction,Long Statement,The length of the statement "int option_result=JOptionPane.showOptionDialog(null`"what would like to do?"`""`0`JOptionPane.INFORMATION_MESSAGE`null`options`null);" is 133.,103
IIT-Library,sub_class,Pdf_books,buttonaction,Long Statement,The length of the statement "View.go("view.pdf"`"https://1ba04568-93c7-428d-bafc-b6a5efb6c80c.filesusr.com/ugd/18e846_f40f0bc6dedd41e58c213e031abfa56c.pdf");" is 128.,103
IIT-Library,sub_class,Pdf_books,buttonaction,Long Statement,The length of the statement "download(bookname`"https://1ba04568-93c7-428d-bafc-b6a5efb6c80c.filesusr.com/ugd/18e846_f40f0bc6dedd41e58c213e031abfa56c.pdf");" is 127.,103
IIT-Library,sub_class,Pdf_books,buttonaction,Magic Number,The method contains a magic number: 2,103
IIT-Library,sub_class,Pdf_books,buttonaction,Magic Number,The method contains a magic number: 3,103
IIT-Library,sub_class,Pdf_books,actionPerformed,Long Statement,The length of the statement "int option_result=JOptionPane.showOptionDialog(null`"what would like to do?"`""`0`JOptionPane.INFORMATION_MESSAGE`null`options`null);" is 133.,113
IIT-Library,sub_class,Pdf_books,actionPerformed,Long Statement,The length of the statement "View.go("view.pdf"`"https://1ba04568-93c7-428d-bafc-b6a5efb6c80c.filesusr.com/ugd/18e846_e9a0f814efa149b58c30db425fc1b822.pdf");" is 128.,113
IIT-Library,sub_class,Pdf_books,actionPerformed,Long Statement,The length of the statement "download(bookname`"https://1ba04568-93c7-428d-bafc-b6a5efb6c80c.filesusr.com/ugd/18e846_e9a0f814efa149b58c30db425fc1b822.pdf");" is 127.,113
IIT-Library,sub_class,Pdf_books,actionPerformed,Long Statement,The length of the statement "int option_result=JOptionPane.showOptionDialog(null`"what would like to do?"`""`0`JOptionPane.INFORMATION_MESSAGE`null`options`null);" is 133.,137
IIT-Library,sub_class,Pdf_books,actionPerformed,Long Statement,The length of the statement "View.go("view.pdf"`"https://1ba04568-93c7-428d-bafc-b6a5efb6c80c.filesusr.com/ugd/18e846_93798fc7343d44909a8e5c4f2ecf2357.pdf");" is 128.,137
IIT-Library,sub_class,Pdf_books,actionPerformed,Long Statement,The length of the statement "download(bookname`"https://1ba04568-93c7-428d-bafc-b6a5efb6c80c.filesusr.com/ugd/18e846_93798fc7343d44909a8e5c4f2ecf2357.pdf");" is 127.,137
IIT-Library,sub_class,Pdf_books,actionPerformed,Long Statement,The length of the statement "int option_result=JOptionPane.showOptionDialog(null`"what would like to do?"`""`0`JOptionPane.INFORMATION_MESSAGE`null`options`null);" is 133.,159
IIT-Library,sub_class,Pdf_books,actionPerformed,Long Statement,The length of the statement "View.go("view.pdf"`"https://1ba04568-93c7-428d-bafc-b6a5efb6c80c.filesusr.com/ugd/18e846_7101712b85fa4486a56d80d9241961a4.pdf");" is 128.,159
IIT-Library,sub_class,Pdf_books,actionPerformed,Long Statement,The length of the statement "download(bookname`"https://1ba04568-93c7-428d-bafc-b6a5efb6c80c.filesusr.com/ugd/18e846_7101712b85fa4486a56d80d9241961a4.pdf");" is 127.,159
IIT-Library,sub_class,Pdf_books,actionPerformed,Long Statement,The length of the statement "int option_result=JOptionPane.showOptionDialog(null`"what would like to do?"`""`0`JOptionPane.INFORMATION_MESSAGE`null`options`null);" is 133.,181
IIT-Library,sub_class,Pdf_books,actionPerformed,Long Statement,The length of the statement "View.go("view.pdf"`"https://1ba04568-93c7-428d-bafc-b6a5efb6c80c.filesusr.com/ugd/18e846_ca34df6d699146c9af64c5e591dd1043.pdf");" is 128.,181
IIT-Library,sub_class,Pdf_books,actionPerformed,Long Statement,The length of the statement "download(bookname`"https://1ba04568-93c7-428d-bafc-b6a5efb6c80c.filesusr.com/ugd/18e846_ca34df6d699146c9af64c5e591dd1043.pdf");" is 127.,181
IIT-Library,sub_class,Pdf_books,actionPerformed,Long Statement,The length of the statement "int option_result=JOptionPane.showOptionDialog(null`"what would like to do?"`""`0`JOptionPane.INFORMATION_MESSAGE`null`options`null);" is 133.,203
IIT-Library,sub_class,Pdf_books,actionPerformed,Long Statement,The length of the statement "View.go("view.pdf"`"https://1ba04568-93c7-428d-bafc-b6a5efb6c80c.filesusr.com/ugd/18e846_35ff52e3a4ae43858b8a439c4877dfa7.pdf");" is 128.,203
IIT-Library,sub_class,Pdf_books,actionPerformed,Long Statement,The length of the statement "download(bookname`"https://1ba04568-93c7-428d-bafc-b6a5efb6c80c.filesusr.com/ugd/18e846_35ff52e3a4ae43858b8a439c4877dfa7.pdf");" is 127.,203
IIT-Library,sub_class,Pdf_books,actionPerformed,Long Statement,The length of the statement "int option_result=JOptionPane.showOptionDialog(null`"what would like to do?"`""`0`JOptionPane.INFORMATION_MESSAGE`null`options`null);" is 133.,225
IIT-Library,sub_class,Pdf_books,actionPerformed,Long Statement,The length of the statement "View.go("view.pdf"`"https://1ba04568-93c7-428d-bafc-b6a5efb6c80c.filesusr.com/ugd/18e846_aea6bd98f06e42bea54563b4b9b83c97.pdf");" is 128.,225
IIT-Library,sub_class,Pdf_books,actionPerformed,Long Statement,The length of the statement "download(bookname`"https://1ba04568-93c7-428d-bafc-b6a5efb6c80c.filesusr.com/ugd/18e846_aea6bd98f06e42bea54563b4b9b83c97.pdf");" is 127.,225
IIT-Library,sub_class,Pdf_books,actionPerformed,Long Statement,The length of the statement "int option_result=JOptionPane.showOptionDialog(null`"what would like to do?"`""`0`JOptionPane.INFORMATION_MESSAGE`null`options`null);" is 133.,247
IIT-Library,sub_class,Pdf_books,actionPerformed,Long Statement,The length of the statement "View.go("view.pdf"`"https://1ba04568-93c7-428d-bafc-b6a5efb6c80c.filesusr.com/ugd/18e846_ca34df6d699146c9af64c5e591dd1043.pdf");" is 128.,247
IIT-Library,sub_class,Pdf_books,actionPerformed,Long Statement,The length of the statement "download(bookname`"https://1ba04568-93c7-428d-bafc-b6a5efb6c80c.filesusr.com/ugd/18e846_ca34df6d699146c9af64c5e591dd1043.pdf");" is 127.,247
IIT-Library,sub_class,Pdf_books,actionPerformed,Long Statement,The length of the statement "int option_result=JOptionPane.showOptionDialog(null`"what would like to do?"`""`0`JOptionPane.INFORMATION_MESSAGE`null`options`null);" is 133.,269
IIT-Library,sub_class,Pdf_books,actionPerformed,Long Statement,The length of the statement "View.go("view.pdf"`"https://1ba04568-93c7-428d-bafc-b6a5efb6c80c.filesusr.com/ugd/18e846_ed6c3b1719be42a697b16d2141fe4752.pdf");" is 128.,269
IIT-Library,sub_class,Pdf_books,actionPerformed,Long Statement,The length of the statement "download(bookname`"https://1ba04568-93c7-428d-bafc-b6a5efb6c80c.filesusr.com/ugd/18e846_ed6c3b1719be42a697b16d2141fe4752.pdf");" is 127.,269
IIT-Library,sub_class,Pdf_books,actionPerformed,Long Statement,The length of the statement "int option_result=JOptionPane.showOptionDialog(null`"what would like to do?"`""`0`JOptionPane.INFORMATION_MESSAGE`null`options`null);" is 133.,293
IIT-Library,sub_class,Pdf_books,actionPerformed,Long Statement,The length of the statement "View.go("view.pdf"`"https://1ba04568-93c7-428d-bafc-b6a5efb6c80c.filesusr.com/ugd/18e846_f40f0bc6dedd41e58c213e031abfa56c.pdf");" is 128.,293
IIT-Library,sub_class,Pdf_books,actionPerformed,Long Statement,The length of the statement "download(bookname`"https://1ba04568-93c7-428d-bafc-b6a5efb6c80c.filesusr.com/ugd/18e846_f40f0bc6dedd41e58c213e031abfa56c.pdf");" is 127.,293
IIT-Library,sub_class,search_item,setMainPanel,Magic Number,The method contains a magic number: 20,49
IIT-Library,sub_class,search_item,setLabel,Magic Number,The method contains a magic number: 300,57
IIT-Library,sub_class,search_item,setLabel,Magic Number,The method contains a magic number: 50,57
IIT-Library,sub_class,search_item,setButton,Magic Number,The method contains a magic number: 20,64
IIT-Library,sub_class,search_item,setButton,Magic Number,The method contains a magic number: 20,64
IIT-Library,sub_class,search_item,setButton,Magic Number,The method contains a magic number: 500,64
IIT-Library,sub_class,search_item,setButton,Magic Number,The method contains a magic number: 50,64
IIT-Library,sub_class,search_item,setButton,Magic Number,The method contains a magic number: 300,64
IIT-Library,sub_class,search_item,setButton,Magic Number,The method contains a magic number: 50,64
IIT-Library,sub_class,search_item,setButton,Magic Number,The method contains a magic number: 300,64
IIT-Library,sub_class,search_item,setButton,Magic Number,The method contains a magic number: 50,64
IIT-Library,sub_class,Semester_details,setMainPanel,Magic Number,The method contains a magic number: 500,46
IIT-Library,sub_class,Semester_details,setMainPanel,Magic Number,The method contains a magic number: 80,46
IIT-Library,sub_class,Semester_details,setMainPanel,Magic Number,The method contains a magic number: 500,46
IIT-Library,sub_class,Semester_details,setMainPanel,Magic Number,The method contains a magic number: 80,46
IIT-Library,sub_class,Semester_details,setButton,Magic Number,The method contains a magic number: 20,78
IIT-Library,sub_class,Semester_details,setButton,Magic Number,The method contains a magic number: 90,78
IIT-Library,sub_class,Semester_details,setButton,Magic Number,The method contains a magic number: 190,78
IIT-Library,sub_class,Semester_details,setButton,Magic Number,The method contains a magic number: 120,78
IIT-Library,sub_class,Semester_details,setButton,Magic Number,The method contains a magic number: 250,78
IIT-Library,sub_class,Semester_details,setButton,Magic Number,The method contains a magic number: 90,78
IIT-Library,sub_class,Semester_details,setButton,Magic Number,The method contains a magic number: 190,78
IIT-Library,sub_class,Semester_details,setButton,Magic Number,The method contains a magic number: 120,78
IIT-Library,sub_class,Semester_details,setButton,Magic Number,The method contains a magic number: 20,78
IIT-Library,sub_class,Semester_details,setButton,Magic Number,The method contains a magic number: 270,78
IIT-Library,sub_class,Semester_details,setButton,Magic Number,The method contains a magic number: 190,78
IIT-Library,sub_class,Semester_details,setButton,Magic Number,The method contains a magic number: 120,78
IIT-Library,sub_class,Semester_details,setButton,Magic Number,The method contains a magic number: 250,78
IIT-Library,sub_class,Semester_details,setButton,Magic Number,The method contains a magic number: 270,78
IIT-Library,sub_class,Semester_details,setButton,Magic Number,The method contains a magic number: 190,78
IIT-Library,sub_class,Semester_details,setButton,Magic Number,The method contains a magic number: 120,78
IIT-Library,sub_class,Semester_details,setButton,Magic Number,The method contains a magic number: 513,78
IIT-Library,sub_class,Semester_details,setButton,Magic Number,The method contains a magic number: 500,78
IIT-Library,sub_class,Semester_details,setButton,Magic Number,The method contains a magic number: 50,78
IIT-Library,sub_class,Semester_details,setLabel,Magic Number,The method contains a magic number: 300,110
IIT-Library,sub_class,Semester_details,setLabel,Magic Number,The method contains a magic number: 80,110
IIT-Library,sub_class,Semester_details,setLabel,Magic Number,The method contains a magic number: 30,110
IIT-Library,sub_class,Semester_details,setLabel,Magic Number,The method contains a magic number: 30,110
IIT-Library,sub_class,Semester_details,setLabel,Magic Number,The method contains a magic number: 300,110
IIT-Library,sub_class,Semester_details,setLabel,Magic Number,The method contains a magic number: 80,110
IIT-Library,sub_class,Semester_details,setLabel,Magic Number,The method contains a magic number: 80,110
IIT-Library,sub_class,Semester_details,setLabel,Magic Number,The method contains a magic number: 220,110
IIT-Library,sub_class,Semester_details,setLabel,Magic Number,The method contains a magic number: 205,110
IIT-Library,sub_class,Semester_details,setLabel,Magic Number,The method contains a magic number: 20,110
IIT-Library,sub_class,Semester_details,setLabel,Magic Number,The method contains a magic number: 320,110
IIT-Library,sub_class,Semester_details,setLabel,Magic Number,The method contains a magic number: 220,110
IIT-Library,sub_class,Semester_details,setLabel,Magic Number,The method contains a magic number: 205,110
IIT-Library,sub_class,Semester_details,setLabel,Magic Number,The method contains a magic number: 20,110
IIT-Library,sub_class,Semester_details,setLabel,Magic Number,The method contains a magic number: 60,110
IIT-Library,sub_class,Semester_details,setLabel,Magic Number,The method contains a magic number: 410,110
IIT-Library,sub_class,Semester_details,setLabel,Magic Number,The method contains a magic number: 205,110
IIT-Library,sub_class,Semester_details,setLabel,Magic Number,The method contains a magic number: 20,110
IIT-Library,sub_class,Semester_details,setLabel,Magic Number,The method contains a magic number: 290,110
IIT-Library,sub_class,Semester_details,setLabel,Magic Number,The method contains a magic number: 410,110
IIT-Library,sub_class,Semester_details,setLabel,Magic Number,The method contains a magic number: 205,110
IIT-Library,sub_class,Semester_details,setLabel,Magic Number,The method contains a magic number: 20,110
IIT-Library,sub_class,Semester_details,actionlistener,Complex Method,Cyclomatic complexity of the method is 15,151
IIT-Library,sub_class,Semester_details,actionlistener,Long Statement,The length of the statement "go("Semester 1 Examroutine.pdf"`"https://1ba04568-93c7-428d-bafc-b6a5efb6c80c.filesusr.com/ugd/18e846_33459a3c5c97479fb4ff5f80c8b7b84e.pdf");" is 141.,151
IIT-Library,sub_class,Semester_details,actionlistener,Long Statement,The length of the statement "go("Semester 3 Examroutine.pdf"`"https://1ba04568-93c7-428d-bafc-b6a5efb6c80c.filesusr.com/ugd/18e846_fdc949002a44400885974b538851250c.pdf");" is 141.,151
IIT-Library,sub_class,Semester_details,actionlistener,Long Statement,The length of the statement "go("Semester 5 Examroutine.pdf"`"https://1ba04568-93c7-428d-bafc-b6a5efb6c80c.filesusr.com/ugd/18e846_a06728392e61437ea5204a7974484f1b.pdf");" is 141.,151
IIT-Library,sub_class,Semester_details,actionlistener,Magic Number,The method contains a magic number: 2,151
IIT-Library,sub_class,Semester_details,actionlistener,Magic Number,The method contains a magic number: 3,151
IIT-Library,sub_class,Semester_details,actionlistener,Magic Number,The method contains a magic number: 4,151
IIT-Library,sub_class,Semester_details,actionlistener,Magic Number,The method contains a magic number: 5,151
IIT-Library,sub_class,Semester_details,actionlistener,Magic Number,The method contains a magic number: 6,151
IIT-Library,sub_class,Semester_details,actionlistener,Magic Number,The method contains a magic number: 8,151
IIT-Library,sub_class,Semester_details,actionlistener,Magic Number,The method contains a magic number: 2,151
IIT-Library,sub_class,Semester_details,actionlistener,Magic Number,The method contains a magic number: 3,151
IIT-Library,sub_class,Semester_details,actionlistener,Magic Number,The method contains a magic number: 4,151
IIT-Library,sub_class,Semester_details,actionlistener,Magic Number,The method contains a magic number: 5,151
IIT-Library,sub_class,Semester_details,actionlistener,Magic Number,The method contains a magic number: 6,151
IIT-Library,sub_class,Semester_details,actionlistener,Magic Number,The method contains a magic number: 8,151
IIT-Library,sub_class,Semester_details,actionPerformed,Complex Method,Cyclomatic complexity of the method is 8,220
IIT-Library,sub_class,Semester_details,actionPerformed,Magic Number,The method contains a magic number: 2,220
IIT-Library,sub_class,Semester_details,actionPerformed,Magic Number,The method contains a magic number: 3,220
IIT-Library,sub_class,Semester_details,actionPerformed,Magic Number,The method contains a magic number: 4,220
IIT-Library,sub_class,Semester_details,actionPerformed,Magic Number,The method contains a magic number: 5,220
IIT-Library,sub_class,Semester_details,actionPerformed,Magic Number,The method contains a magic number: 6,220
IIT-Library,sub_class,Semester_details,actionPerformed,Magic Number,The method contains a magic number: 8,220
IIT-Library,sub_class,Semester_details,actionPerformed,Complex Method,Cyclomatic complexity of the method is 8,251
IIT-Library,sub_class,Semester_details,actionPerformed,Long Statement,The length of the statement "go("Semester 1 Examroutine.pdf"`"https://1ba04568-93c7-428d-bafc-b6a5efb6c80c.filesusr.com/ugd/18e846_33459a3c5c97479fb4ff5f80c8b7b84e.pdf");" is 141.,251
IIT-Library,sub_class,Semester_details,actionPerformed,Long Statement,The length of the statement "go("Semester 3 Examroutine.pdf"`"https://1ba04568-93c7-428d-bafc-b6a5efb6c80c.filesusr.com/ugd/18e846_fdc949002a44400885974b538851250c.pdf");" is 141.,251
IIT-Library,sub_class,Semester_details,actionPerformed,Long Statement,The length of the statement "go("Semester 5 Examroutine.pdf"`"https://1ba04568-93c7-428d-bafc-b6a5efb6c80c.filesusr.com/ugd/18e846_a06728392e61437ea5204a7974484f1b.pdf");" is 141.,251
IIT-Library,sub_class,Semester_details,actionPerformed,Magic Number,The method contains a magic number: 2,251
IIT-Library,sub_class,Semester_details,actionPerformed,Magic Number,The method contains a magic number: 3,251
IIT-Library,sub_class,Semester_details,actionPerformed,Magic Number,The method contains a magic number: 4,251
IIT-Library,sub_class,Semester_details,actionPerformed,Magic Number,The method contains a magic number: 5,251
IIT-Library,sub_class,Semester_details,actionPerformed,Magic Number,The method contains a magic number: 6,251
IIT-Library,sub_class,Semester_details,actionPerformed,Magic Number,The method contains a magic number: 8,251
IIT-Library,sub_class,Semester_details,run,Long Statement,The length of the statement "go("Semester 1 Examroutine.pdf"`"https://1ba04568-93c7-428d-bafc-b6a5efb6c80c.filesusr.com/ugd/18e846_33459a3c5c97479fb4ff5f80c8b7b84e.pdf");" is 141.,255
IIT-Library,sub_class,Semester_details,run,Long Statement,The length of the statement "go("Semester 3 Examroutine.pdf"`"https://1ba04568-93c7-428d-bafc-b6a5efb6c80c.filesusr.com/ugd/18e846_fdc949002a44400885974b538851250c.pdf");" is 141.,267
IIT-Library,sub_class,Semester_details,run,Long Statement,The length of the statement "go("Semester 5 Examroutine.pdf"`"https://1ba04568-93c7-428d-bafc-b6a5efb6c80c.filesusr.com/ugd/18e846_a06728392e61437ea5204a7974484f1b.pdf");" is 141.,279
IIT-Library,sub_class,Slides,setMainPanel,Magic Number,The method contains a magic number: 20,39
IIT-Library,sub_class,Slides,setButton,Magic Number,The method contains a magic number: 300,48
IIT-Library,sub_class,Slides,setButton,Magic Number,The method contains a magic number: 50,48
IIT-Library,sub_class,Slides,setButton,Magic Number,The method contains a magic number: 300,48
IIT-Library,sub_class,Slides,setButton,Magic Number,The method contains a magic number: 50,48
IIT-Library,sub_class,Slides,setButton,Magic Number,The method contains a magic number: 2,48
IIT-Library,sub_class,Slides,setButton,Magic Number,The method contains a magic number: 300,48
IIT-Library,sub_class,Slides,setButton,Magic Number,The method contains a magic number: 50,48
IIT-Library,sub_class,Slides,setButton,Magic Number,The method contains a magic number: 300,48
IIT-Library,sub_class,Slides,setButton,Magic Number,The method contains a magic number: 50,48
IIT-Library,sub_class,Slides,setButton,Magic Number,The method contains a magic number: 3,48
IIT-Library,sub_class,Slides,setButton,Magic Number,The method contains a magic number: 400,48
IIT-Library,sub_class,Slides,setButton,Magic Number,The method contains a magic number: 50,48
IIT-Library,sub_class,Slides,setButton,Magic Number,The method contains a magic number: 400,48
IIT-Library,sub_class,Slides,setButton,Magic Number,The method contains a magic number: 50,48
IIT-Library,sub_class,Slides,setButton,Magic Number,The method contains a magic number: 300,48
IIT-Library,sub_class,Slides,setButton,Magic Number,The method contains a magic number: 50,48
IIT-Library,sub_class,Slides,buttonaction,Magic Number,The method contains a magic number: 2,93
IIT-Library,sub_class,Slides,buttonaction,Magic Number,The method contains a magic number: 3,93
IIT-Library,sub_class,Slides_details,setMainPanel,Magic Number,The method contains a magic number: 15,49
IIT-Library,sub_class,Slides_details,setButton,Complex Method,Cyclomatic complexity of the method is 10,58
IIT-Library,sub_class,Slides_details,setButton,Long Identifier,The length of the field co_instruction_sets_addressing is 30.,58
IIT-Library,sub_class,Slides_details,setButton,Long Method,The method has 175 lines of code.,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 300,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 50,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 300,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 50,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 300,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 50,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 300,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 50,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 300,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 50,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 300,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 50,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 300,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 50,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 300,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 50,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 300,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 50,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 2,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 300,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 40,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 300,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 40,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 300,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 40,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 300,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 40,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 300,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 40,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 300,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 40,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 300,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 40,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 300,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 30,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 300,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 30,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 300,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 30,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 300,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 30,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 300,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 30,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 300,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 30,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 300,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 30,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 300,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 30,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 300,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 30,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 300,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 30,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 300,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 30,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 3,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 300,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 50,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 300,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 50,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 300,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 50,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 300,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 50,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 300,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 50,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 300,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 50,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 300,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 50,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 300,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 50,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 300,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 50,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 300,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 50,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 300,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 50,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 300,58
IIT-Library,sub_class,Slides_details,setButton,Magic Number,The method contains a magic number: 30,58
IIT-Library,sub_class,Slides_details,buttonaction,Complex Method,Cyclomatic complexity of the method is 90,237
