Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
IIT-Library,sub_class,Slides_details,actionPerformed,Long Statement,The length of the statement "int option_result=JOptionPane.showOptionDialog(null`"what would like to do?"`""`0`JOptionPane.INFORMATION_MESSAGE`null`options`null);" is 133.,602
IIT-Library,sub_class,Slides_details,actionPerformed,Long Statement,The length of the statement "View.go("view.pdf"`"https://1ba04568-93c7-428d-bafc-b6a5efb6c80c.filesusr.com/ugd/18e846_a05e7d87cd524aa48e17fe0f1f701d23.pdf");" is 128.,602
IIT-Library,sub_class,Slides_details,actionPerformed,Long Statement,The length of the statement "download("OOP2 Generics.pptx"`"https://1ba04568-93c7-428d-bafc-b6a5efb6c80c.filesusr.com/ugd/18e846_445c9b0465374d06962d2d09e58543c3.pptx?dn=05.%20Generics.pptx");" is 163.,602
IIT-Library,sub_class,Slides_details,actionPerformed,Long Statement,The length of the statement "int option_result=JOptionPane.showOptionDialog(null`"what would like to do?"`""`0`JOptionPane.INFORMATION_MESSAGE`null`options`null);" is 133.,615
IIT-Library,sub_class,Slides_details,actionPerformed,Long Statement,The length of the statement "View.go("view.pdf"`"https://1ba04568-93c7-428d-bafc-b6a5efb6c80c.filesusr.com/ugd/18e846_a556cd2e9ab048f39e14e27f69351567.pdf");" is 128.,615
IIT-Library,sub_class,Slides_details,actionPerformed,Long Statement,The length of the statement "download("CN Chapter 1.ppt"`"https://1ba04568-93c7-428d-bafc-b6a5efb6c80c.filesusr.com/ugd/18e846_9123ea588373444e8ceba1895784d693.ppt?dn=ch01.ppt");" is 149.,615
IIT-Library,sub_class,Slides_details,actionPerformed,Long Statement,The length of the statement "int option_result=JOptionPane.showOptionDialog(null`"what would like to do?"`""`0`JOptionPane.INFORMATION_MESSAGE`null`options`null);" is 133.,625
IIT-Library,sub_class,Slides_details,actionPerformed,Long Statement,The length of the statement "View.go("view.pdf"`"https://1ba04568-93c7-428d-bafc-b6a5efb6c80c.filesusr.com/ugd/18e846_8dbdd5ae961b4cff82ec0032827fccf9.pdf");" is 128.,625
IIT-Library,sub_class,Slides_details,actionPerformed,Long Statement,The length of the statement "download("CN Chapter 2.ppt"`"https://1ba04568-93c7-428d-bafc-b6a5efb6c80c.filesusr.com/ugd/18e846_02b3cd6be0664682ad66ac82f5c78b18.ppt?dn=ch02.ppt");" is 149.,625
IIT-Library,sub_class,Slides_details,actionPerformed,Long Statement,The length of the statement "int option_result=JOptionPane.showOptionDialog(null`"what would like to do?"`""`0`JOptionPane.INFORMATION_MESSAGE`null`options`null);" is 133.,635
IIT-Library,sub_class,Slides_details,actionPerformed,Long Statement,The length of the statement "View.go("view.pdf"`"https://1ba04568-93c7-428d-bafc-b6a5efb6c80c.filesusr.com/ugd/18e846_8cc5c31aea8f462d8f87a7d42af3a3dc.pdf");" is 128.,635
IIT-Library,sub_class,Slides_details,actionPerformed,Long Statement,The length of the statement "download("CN Network Layer.ppt"`"https://1ba04568-93c7-428d-bafc-b6a5efb6c80c.filesusr.com/ugd/18e846_6a041bf9d6294c33be14aec0c5afa51e.ppt?dn=03.Network%20Layer.ppt");" is 167.,635
IIT-Library,sub_class,Slides_details,actionPerformed,Long Statement,The length of the statement "int option_result=JOptionPane.showOptionDialog(null`"what would like to do?"`""`0`JOptionPane.INFORMATION_MESSAGE`null`options`null);" is 133.,645
IIT-Library,sub_class,Slides_details,actionPerformed,Long Statement,The length of the statement "View.go("view.pdf"`"https://1ba04568-93c7-428d-bafc-b6a5efb6c80c.filesusr.com/ugd/18e846_0548932c536e40809d49b2e1f4bed9ce.pdf");" is 128.,645
IIT-Library,sub_class,Slides_details,actionPerformed,Long Statement,The length of the statement "download("CN IP Addressing.ppt"`"https://1ba04568-93c7-428d-bafc-b6a5efb6c80c.filesusr.com/ugd/18e846_5923c0f6a4b7408c9dcaecda256ca18c.ppt?dn=04.IP%20Address.ppt");" is 164.,645
IIT-Library,sub_class,Slides_details,actionPerformed,Long Statement,The length of the statement "int option_result=JOptionPane.showOptionDialog(null`"what would like to do?"`""`0`JOptionPane.INFORMATION_MESSAGE`null`options`null);" is 133.,655
IIT-Library,sub_class,Slides_details,actionPerformed,Long Statement,The length of the statement "View.go("view.pdf"`"https://1ba04568-93c7-428d-bafc-b6a5efb6c80c.filesusr.com/ugd/18e846_0ace755028c74ca486cc7b4da3b8fc56.pdf");" is 128.,655
IIT-Library,sub_class,Slides_details,actionPerformed,Long Statement,The length of the statement "download("CN Application Layer.ppt"`"https://1ba04568-93c7-428d-bafc-b6a5efb6c80c.filesusr.com/ugd/18e846_4c2b62b73467420c86210476a80dc8a5.ppt?dn=05.Application%20Layer.ppt");" is 175.,655
IIT-Library,sub_class,Slides_details,actionPerformed,Long Statement,The length of the statement "int option_result=JOptionPane.showOptionDialog(null`"what would like to do?"`""`0`JOptionPane.INFORMATION_MESSAGE`null`options`null);" is 133.,665
IIT-Library,sub_class,Slides_details,actionPerformed,Long Statement,The length of the statement "View.go("view.pdf"`"https://1ba04568-93c7-428d-bafc-b6a5efb6c80c.filesusr.com/ugd/18e846_fe39f364608f42ef96e3e00ec76e47fa.pdf");" is 128.,665
IIT-Library,sub_class,Slides_details,actionPerformed,Long Statement,The length of the statement "download("CN Transport Layer.ppt"`"https://1ba04568-93c7-428d-bafc-b6a5efb6c80c.filesusr.com/ugd/18e846_84d3e39414224916a518db59934ed387.ppt?dn=06.Transport%20Layer.ppt");" is 171.,665
IIT-Library,sub_class,Slides_details,actionPerformed,Long Statement,The length of the statement "int option_result=JOptionPane.showOptionDialog(null`"what would like to do?"`""`0`JOptionPane.INFORMATION_MESSAGE`null`options`null);" is 133.,675
IIT-Library,sub_class,Slides_details,actionPerformed,Long Statement,The length of the statement "View.go("view.pdf"`"https://1ba04568-93c7-428d-bafc-b6a5efb6c80c.filesusr.com/ugd/18e846_1e373c10b51d4f708c94b36d4408bece.pdf");" is 128.,675
IIT-Library,sub_class,Slides_details,actionPerformed,Long Statement,The length of the statement "download("CN Network Layer-2.ppt"`"https://1ba04568-93c7-428d-bafc-b6a5efb6c80c.filesusr.com/ugd/18e846_27cc5ddf931349a9a0b12b7cc0588aa0.ppt?dn=07.Network-layer2.ppt");" is 168.,675
IIT-Library,sub_class,Slides_details,actionPerformed,Long Statement,The length of the statement "int option_result=JOptionPane.showOptionDialog(null`"what would like to do?"`""`0`JOptionPane.INFORMATION_MESSAGE`null`options`null);" is 133.,685
IIT-Library,sub_class,Slides_details,actionPerformed,Long Statement,The length of the statement "View.go("view.pdf"`"https://1ba04568-93c7-428d-bafc-b6a5efb6c80c.filesusr.com/ugd/18e846_ccee2888569543e28532e233cbbc05af.pdf");" is 128.,685
IIT-Library,sub_class,Slides_details,actionPerformed,Long Statement,The length of the statement "download("CN Routing Protocol.pptx"`"https://1ba04568-93c7-428d-bafc-b6a5efb6c80c.filesusr.com/ugd/18e846_2a3a73303df14eb4bcd709255528e2be.pptx?dn=08.routingprotocol.pptx");" is 173.,685
IIT-Library,sub_class,Teacher_info,initcomponents,Magic Number,The method contains a magic number: 825,37
IIT-Library,sub_class,Teacher_info,initcomponents,Magic Number,The method contains a magic number: 700,37
IIT-Library,sub_class,Teacher_info,initcomponents,Magic Number,The method contains a magic number: 820,37
IIT-Library,sub_class,Teacher_info,initcomponents,Magic Number,The method contains a magic number: 580,37
IIT-Library,sub_class,Teacher_info,initcomponents,Magic Number,The method contains a magic number: 10,37
IIT-Library,sub_class,Teacher_info,initcomponents,Magic Number,The method contains a magic number: 590,37
IIT-Library,sub_class,Teacher_info,initcomponents,Magic Number,The method contains a magic number: 160,37
IIT-Library,sub_class,Teacher_info,initcomponents,Magic Number,The method contains a magic number: 50,37
IIT-Library,sub_class,Teacher_info,initcomponents,Magic Number,The method contains a magic number: 630,37
IIT-Library,sub_class,Teacher_info,initcomponents,Magic Number,The method contains a magic number: 590,37
IIT-Library,sub_class,Teacher_info,initcomponents,Magic Number,The method contains a magic number: 160,37
IIT-Library,sub_class,Teacher_info,initcomponents,Magic Number,The method contains a magic number: 50,37
IIT-Library,sub_class,Teacher_info,initcomponents,Magic Number,The method contains a magic number: 330,37
IIT-Library,sub_class,Teacher_info,initcomponents,Magic Number,The method contains a magic number: 610,37
IIT-Library,sub_class,Teacher_info,initcomponents,Magic Number,The method contains a magic number: 160,37
IIT-Library,sub_class,Teacher_info,initcomponents,Magic Number,The method contains a magic number: 50,37
IIT-Library,sub_class,Teacher_info,teacher_info,Long Method,The method has 268 lines of code.,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 900,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 580,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 10,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 20,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 400,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 540,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 430,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 50,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 200,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 100,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 430,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 90,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 400,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 100,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 430,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 130,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 270,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 100,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 430,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 170,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 380,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 100,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 430,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 210,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 290,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 100,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 900,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 580,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 10,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 20,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 400,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 540,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 430,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 50,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 280,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 100,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 430,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 90,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 270,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 100,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 430,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 130,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 270,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 100,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 430,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 170,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 390,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 100,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 430,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 210,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 290,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 100,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 900,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 580,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 10,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 20,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 400,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 540,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 430,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 50,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 200,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 100,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 430,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 90,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 270,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 100,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 430,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 130,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 270,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 100,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 430,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 170,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 290,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 100,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 430,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 210,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 290,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 100,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 900,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 580,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 10,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 20,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 400,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 540,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 430,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 50,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 200,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 100,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 430,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 90,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 270,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 100,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 430,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 130,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 270,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 100,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 430,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 170,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 320,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 100,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 430,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 210,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 290,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 100,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 900,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 580,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 10,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 20,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 400,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 540,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 430,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 50,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 200,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 100,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 430,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 90,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 270,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 100,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 430,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 130,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 270,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 100,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 430,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 170,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 380,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 100,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 430,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 210,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 290,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 100,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 900,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 580,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 10,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 20,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 400,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 540,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 430,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 50,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 200,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 100,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 430,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 90,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 270,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 100,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 430,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 130,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 270,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 100,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 430,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 170,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 350,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 100,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 430,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 210,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 290,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 100,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 900,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 580,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 10,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 20,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 400,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 540,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 430,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 50,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 240,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 100,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 430,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 90,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 270,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 100,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 430,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 130,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 270,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 100,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 430,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 170,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 350,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 100,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 430,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 210,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 290,83
IIT-Library,sub_class,Teacher_info,teacher_info,Magic Number,The method contains a magic number: 100,83
IIT-Library,sub_class,View,go,Magic Number,The method contains a magic number: 300,40
IIT-Library,sub_class,View,go,Magic Number,The method contains a magic number: 50,40
IIT-Library,sub_class,View,go,Magic Number,The method contains a magic number: 300,40
IIT-Library,sub_class,View,go,Magic Number,The method contains a magic number: 50,40
IIT-Library,sub_class,View,go,Magic Number,The method contains a magic number: 500,40
IIT-Library,sub_class,View,go,Magic Number,The method contains a magic number: 400,40
IIT-Library,sub_class,View,downloadFile,Magic Number,The method contains a magic number: 1024,85
IIT-Library,sub_class,View,downloadFile,Magic Number,The method contains a magic number: 1024,85
IIT-Library,sub_class,View,downloadFile,Magic Number,The method contains a magic number: 100,85
IIT-Library,sub_class,Welcome_frame,setbutton,Magic Number,The method contains a magic number: 440,50
IIT-Library,sub_class,Welcome_frame,setbutton,Magic Number,The method contains a magic number: 450,50
IIT-Library,sub_class,Welcome_frame,setbutton,Magic Number,The method contains a magic number: 180,50
IIT-Library,sub_class,Welcome_frame,setbutton,Magic Number,The method contains a magic number: 50,50
IIT-Library,sub_class,Welcome_frame,setbutton,Magic Number,The method contains a magic number: 240,50
IIT-Library,sub_class,Welcome_frame,setbutton,Magic Number,The method contains a magic number: 450,50
IIT-Library,sub_class,Welcome_frame,setbutton,Magic Number,The method contains a magic number: 180,50
IIT-Library,sub_class,Welcome_frame,setbutton,Magic Number,The method contains a magic number: 50,50
IIT-Library,sub_class,Welcome_frame,setlabel,Magic Number,The method contains a magic number: 900,63
IIT-Library,sub_class,Welcome_frame,setlabel,Magic Number,The method contains a magic number: 100,63
IIT-Library,sub_class,Welcome_frame,setlabel,Magic Number,The method contains a magic number: 40,63
IIT-Library,sub_class,Welcome_frame,setlabel,Magic Number,The method contains a magic number: 280,63
IIT-Library,sub_class,Welcome_frame,setlabel,Magic Number,The method contains a magic number: 20,63
IIT-Library,sub_class,Welcome_frame,setlabel,Magic Number,The method contains a magic number: 400,63
IIT-Library,sub_class,Welcome_frame,setlabel,Magic Number,The method contains a magic number: 500,63
IIT-Library,sub_class,Welcome_frame,actionlistener,Complex Method,Cyclomatic complexity of the method is 9,81
IIT-Library,sub_class,Welcome_frame,SearchStudent,Empty catch clause,The method has an empty catch block.,145
