Project Name,Package Name,Architecture Smell,Cause of the Smell
IIT-Library,sub_class,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Download; Home_frame; Offlinepdf; PdfViewer; Pdf_books; search_item; Semester_details; Slides; Slides_details; Teacher_info; View; Welcome_frame; Download_Without_saving; File_Basic]; [Download.Task_StringUpdate]; [Download_Without_saving.Task_StringUpdate]; [View.Task_StringUpdate]. LCC (Lack of Component Cohesion) = 0.24
